Date/Time, 2021-01-28_04:06
10,25.13
30,24.59
20,26.86
40,23.49
50,23.37
10,23.07
20,23.92
30,23.82
40,22.98
50,22.33
10,21.26
20,22.64
30,23.53
40,21.26
50,24.67
10,19.21
20,22.41
30,22.76
40,23.06
50,28.25
10,24.63
20,27.22
30,24.37
40,20.69
50,23.08
10,19.13
20,21.65
40,20.44
30,22.37
50,25.35
10,28.58
20,22.69
30,23.55
50,24.48
40,21.34
10,26.82
20,25.06
30,22.44
40,23.19
50,23.49
20,19.53
10,21.58
30,24.37
40,23.63
50,24.65
10,25.01
20,24.25
30,28.14
40,27.68
50,22.48
10,21.42
30,21.32
20,21.51
40,24.50
50,23.86
10,15.61
20,23.58
40,24.51
30,25.01
50,21.00
20,23.85
30,25.08
10,23.95
50,23.60
40,22.14
10,19.68
20,23.96
40,23.99
30,20.51
50,23.34
20,24.16
10,21.91
30,23.19
40,24.03
50,21.90
10,23.13
20,22.28
30,20.92
40,23.84
50,29.39
10,23.55
20,27.99
30,23.85
40,19.56
50,21.23
10,24.75
20,25.12
30,21.75
40,24.07
50,26.72
10,22.91
20,21.65
30,26.25
40,23.21
50,23.19
10,24.15
20,20.91
30,22.06
40,20.86
50,24.49
10,18.12
20,15.38
30,22.37
40,25.40
50,22.99
10,20.52
20,18.26
30,23.13
50,24.65
40,25.49
10,24.13
20,23.31
30,23.61
40,23.48
50,21.44
10,22.01
20,23.04
30,24.05
40,24.47
50,23.30
10,20.78
20,15.74
30,21.41
40,23.34
50,29.99
10,22.05
20,18.08
30,23.12
40,21.81
50,23.62
10,20.24
20,19.30
30,16.30
40,23.22
50,23.13
10,21.81
20,23.24
30,22.62
40,25.74
50,27.62
10,21.78
30,23.12
20,14.11
40,24.52
50,22.87
10,20.25
20,21.72
30,23.73
40,23.21
50,30.22
10,24.10
20,23.39
30,21.29
40,21.32
50,25.30
10,17.90
20,23.75
30,21.78
40,26.73
50,23.78
10,26.38
20,22.94
30,23.02
40,21.58
50,24.23
10,18.76
20,19.49
30,27.79
40,24.68
50,20.73
10,20.53
20,23.15
30,20.57
40,25.70
50,22.93
10,20.44
20,27.83
30,23.60
40,23.04
50,24.22
10,23.86
