Date/Time, 2021-01-25_16:34
10,26.90
20,27.21
30,28.09
40,24.23
10,23.79
50,24.06
20,24.88
30,24.64
40,24.08
50,23.49
20,23.43
10,21.58
30,24.25
50,25.99
40,22.34
10,20.40
30,24.02
20,23.50
40,23.95
10,25.54
50,29.86
20,28.16
40,21.45
30,25.69
20,21.85
10,19.20
50,24.10
30,23.16
40,21.36
50,31.10
20,24.36
10,29.47
30,23.59
40,22.54
50,25.46
10,27.03
40,24.46
30,23.37
20,26.82
50,24.33
20,19.92
10,22.55
40,24.36
30,24.97
50,25.75
20,25.06
30,29.13
10,25.96
10,22.42
50,24.24
40,29.02
40,25.01
20,22.56
30,22.42
20,25.12
50,24.42
10,16.29
40,25.00
30,26.16
50,21.93
10,23.97
30,26.46
20,24.70
50,24.41
40,23.07
10,20.67
30,21.50
20,25.32
40,25.05
50,24.19
10,22.89
20,25.44
40,26.21
50,23.02
30,24.10
10,24.68
20,23.58
30,22.02
40,24.57
50,30.54
10,24.57
20,28.84
30,26.20
40,20.12
50,22.45
10,25.63
20,25.64
30,22.76
40,24.94
50,27.39
10,23.52
20,22.68
30,27.53
40,24.46
50,24.47
10,24.84
20,21.58
30,23.71
40,21.66
50,25.07
10,19.10
20,16.17
30,23.31
40,27.39
50,23.86
10,21.50
20,19.03
30,24.03
40,27.85
50,25.71
10,24.89
20,24.23
30,24.42
40,24.57
50,22.21
10,22.46
20,23.68
30,24.98
40,25.21
50,24.34
10,21.35
20,16.45
30,22.54
40,24.38
10,22.79
50,31.58
20,18.74
30,23.77
40,22.90
50,24.18
10,20.90
20,19.77
30,16.29
50,24.02
40,24.14
10,22.72
20,24.21
30,23.22
40,26.21
50,28.89
10,23.16
20,14.60
40,25.53
30,23.40
50,23.39
10,21.01
20,22.58
30,24.42
40,23.92
50,31.66
10,26.11
20,23.90
30,22.16
40,22.11
50,26.08
10,18.82
20,24.52
30,22.75
40,27.49
50,24.69
10,26.95
20,23.55
40,22.68
30,23.98
50,24.90
20,20.14
10,19.47
30,28.89
50,21.43
10,21.78
40,25.56
20,23.99
40,28.31
30,21.41
50,23.65
10,21.11
20,30.12
30,24.57
50,24.90
40,24.55
10,25.96
30,24.34
20,25.36
40,35.64
50,27.07
10,22.27
30,24.04
20,28.82
40,29.45
10,26.23
50,28.04
20,21.25
30,24.47
40,21.74
50,23.63
10,22.52
20,25.24
30,25.17
40,21.58
50,21.05
10,25.84
20,22.10
30,17.41
40,30.99
50,24.41
10,25.08
20,23.24
30,21.63
40,26.48
50,23.34
20,26.04
10,18.31
30,24.21
40,24.70
50,22.98
10,18.56
30,23.63
20,25.17
40,27.84
50,24.26
10,21.46
20,28.75
30,23.49
40,25.92
50,23.66
20,24.65
10,21.76
30,21.49
40,25.90
50,23.20
10,25.16
20,28.15
30,23.19
40,24.27
50,24.89
10,23.70
20,23.39
30,20.77
50,25.37
40,22.95
10,24.37
20,22.29
30,23.20
40,30.87
50,24.91
10,24.51
20,24.49
30,23.56
40,21.04
50,23.59
10,26.01
20,22.54
40,24.04
30,22.96
50,25.82
20,14.96
10,25.39
30,25.66
40,23.10
50,23.87
10,14.78
20,28.72
30,25.39
40,24.08
50,27.65
10,16.43
20,24.87
30,26.14
40,23.89
50,23.07
20,28.88
10,23.52
30,23.93
40,24.34
50,24.65
10,22.86
30,27.17
20,22.33
40,25.24
50,27.51
10,17.27
20,24.67
40,24.53
30,25.49
50,24.65
10,15.81
20,23.54
30,23.51
40,28.13
50,26.56
10,26.46
20,24.48
30,24.28
40,26.75
50,22.62
10,30.88
20,22.02
40,23.43
30,26.87
50,25.67
10,24.54
20,29.89
30,19.66
40,23.40
50,28.96
10,25.99
20,24.28
30,23.30
40,24.47
10,18.31
50,26.87
20,24.93
40,30.69
30,21.14
50,30.77
10,22.43
20,24.25
30,24.85
40,29.40
50,34.92
10,19.31
20,24.20
30,23.93
40,25.28
50,28.61
10,26.43
20,28.91
30,21.77
40,24.08
50,25.49
10,27.72
20,24.18
30,23.68
40,26.90
50,24.63
10,19.05
20,25.53
30,30.21
40,21.17
50,21.98
10,22.39
20,25.50
30,17.98
40,21.76
50,22.41
10,18.96
20,28.12
30,25.76
40,22.78
50,23.00
10,24.67
20,24.85
30,29.62
40,26.43
50,23.50
10,24.84
20,25.16
30,24.95
40,30.29
50,22.26
10,22.64
20,24.67
30,25.50
40,24.17
50,21.77
10,19.11
20,26.76
30,20.66
40,26.49
50,25.71
10,24.99
20,25.21
30,28.12
40,25.20
50,20.81
10,17.92
20,28.33
30,23.77
40,28.37
50,21.65
10,20.95
20,27.10
30,23.22
40,23.93
50,24.25
10,25.16
20,21.05
30,27.19
40,27.28
50,24.45
10,16.71
20,23.65
30,32.51
40,21.68
50,24.04
10,24.37
20,23.77
30,23.51
40,23.47
50,21.38
10,21.91
20,24.01
30,24.25
40,24.81
50,24.27
20,23.14
10,26.42
30,21.06
40,25.49
50,20.09
10,19.70
20,22.23
30,24.60
40,26.68
50,24.22
10,21.23
20,25.87
30,21.85
40,26.11
50,26.24
10,22.22
20,25.44
30,29.24
40,22.06
50,24.28
10,25.18
20,23.31
30,29.71
40,28.07
50,24.55
10,15.44
20,23.93
30,24.73
40,26.94
50,24.00
10,20.98
20,19.92
30,24.01
50,27.60
40,26.72
10,25.00
30,23.72
20,19.43
40,23.12
10,28.83
50,25.05
20,29.35
40,23.04
30,31.37
50,23.49
10,16.24
20,26.80
30,25.01
40,24.88
50,22.66
10,22.66
30,23.14
20,22.43
40,26.27
10,27.16
50,20.60
20,24.15
30,25.37
40,25.03
50,23.68
10,22.47
20,22.42
30,22.87
40,24.12
50,26.11
10,19.88
20,21.99
30,29.16
40,24.86
50,28.15
10,26.24
20,25.13
30,25.53
40,26.37
10,26.58
50,25.07
20,23.35
40,20.99
30,24.95
50,24.20
10,27.24
20,22.73
30,23.92
50,25.79
40,22.59
10,25.14
20,25.18
30,23.48
40,24.84
50,24.12
10,23.87
20,26.89
30,25.10
40,24.09
50,23.98
