Date/Time, 2021-01-27_05:33
10,40.76
20,26.57
30,32.65
50,32.19
40,33.50
10,31.77
20,33.57
40,27.81
30,32.10
10,30.83
50,35.06
20,30.75
30,36.42
40,32.32
50,32.53
10,28.20
20,29.53
30,33.77
50,34.79
40,36.18
10,36.02
20,32.22
30,31.72
40,35.44
50,33.05
10,30.13
20,35.97
30,31.98
40,32.38
50,36.52
20,34.11
10,40.96
30,33.29
40,32.98
50,30.80
10,36.63
20,30.69
30,31.97
40,33.63
50,32.06
10,27.17
20,31.77
30,32.29
40,34.80
50,32.84
10,33.71
20,25.59
30,30.82
40,31.69
50,30.64
10,26.88
20,31.83
30,39.87
40,32.04
50,41.69
10,41.84
20,31.58
30,29.79
40,35.85
50,31.74
10,26.98
20,27.86
30,29.88
50,33.96
40,31.80
10,31.51
20,34.93
30,30.91
40,32.05
50,31.61
10,34.77
20,51.63
40,33.91
30,29.69
50,33.16
10,25.73
20,30.22
30,25.36
40,37.21
50,35.13
10,27.36
20,29.90
30,35.17
40,34.69
50,28.94
10,27.41
20,33.99
30,30.10
40,29.93
50,34.14
10,33.86
20,31.15
30,33.50
40,44.25
50,34.08
10,29.82
20,34.04
30,33.24
40,34.49
50,33.23
10,32.93
20,30.71
30,34.29
40,37.10
50,30.41
10,27.76
20,38.00
30,29.80
40,30.03
50,33.39
10,28.52
20,41.86
30,32.96
40,32.28
50,33.31
10,28.95
20,29.97
30,33.66
40,35.23
50,30.44
10,30.03
20,33.57
30,36.85
40,33.00
50,31.60
10,31.73
20,32.91
30,34.09
40,41.19
50,30.58
10,29.04
20,44.24
30,34.69
40,29.85
50,34.13
10,28.79
20,33.18
30,32.92
40,29.55
50,31.66
10,38.70
20,28.33
30,34.51
40,29.93
50,33.18
10,33.49
20,31.05
30,29.34
40,29.93
50,33.31
10,39.38
20,28.28
30,31.10
40,26.51
50,35.01
10,31.07
20,29.52
30,32.85
40,33.39
50,37.54
10,26.77
20,30.78
30,34.21
40,31.40
50,35.28
10,31.68
20,35.99
30,29.02
40,36.29
50,32.37
10,38.51
20,32.03
30,29.91
40,33.04
50,34.17
10,29.96
20,33.32
30,33.24
40,29.92
50,31.42
10,29.48
20,26.61
30,36.04
40,31.41
50,33.35
20,27.80
10,30.16
30,31.87
40,29.53
50,35.06
10,32.76
30,42.32
20,30.60
40,32.63
10,28.45
50,30.64
20,27.28
30,28.90
40,34.35
50,38.62
10,29.85
20,32.52
30,36.06
40,37.17
50,33.90
10,36.54
20,31.41
30,39.00
40,33.54
50,33.42
10,26.66
20,32.34
40,30.82
30,35.11
50,37.00
10,26.44
20,37.67
30,34.84
40,31.59
50,26.94
10,36.63
20,29.33
30,33.61
40,30.05
50,34.51
10,30.98
20,26.02
30,31.34
40,39.87
50,33.56
10,30.98
20,30.43
30,32.68
40,33.76
50,35.03
10,28.98
20,33.24
30,34.46
50,29.35
40,32.97
10,31.56
20,31.03
30,32.17
40,31.72
50,40.22
10,32.03
20,28.95
30,31.13
40,33.93
50,35.58
20,33.33
10,40.08
30,40.38
50,32.42
40,34.03
10,24.08
30,31.14
20,33.46
40,33.50
10,26.51
50,37.17
20,30.97
40,34.79
30,32.28
50,33.69
10,32.89
20,32.52
30,30.42
40,31.85
50,32.63
10,31.87
20,32.93
30,30.15
40,34.65
50,30.97
10,26.46
20,36.88
30,33.03
40,36.70
50,32.38
10,26.30
20,34.87
30,35.14
40,32.22
50,31.69
10,25.92
20,32.35
30,34.85
40,34.22
50,30.26
10,34.24
20,32.44
30,31.13
40,38.34
50,35.28
10,29.49
20,32.11
30,34.27
40,30.59
50,31.13
20,27.08
10,32.65
30,31.92
50,31.75
40,40.85
10,29.31
20,29.92
30,34.50
40,29.34
50,32.26
10,30.20
20,33.34
40,33.59
30,34.90
50,33.46
10,34.14
20,31.44
30,34.23
40,29.36
50,38.47
10,32.31
20,30.52
30,29.92
40,31.73
50,35.06
10,38.21
20,32.37
30,33.91
50,30.71
40,29.02
10,31.77
20,30.84
30,28.95
40,34.06
10,32.58
50,33.82
20,32.93
30,31.23
40,34.29
50,29.97
20,29.03
10,34.84
30,35.45
40,33.56
50,31.52
30,28.10
10,36.77
20,29.17
40,30.36
10,31.44
50,32.73
20,32.52
40,32.02
30,32.38
50,33.21
10,46.59
20,36.21
40,36.77
50,30.83
30,31.41
10,32.55
20,26.87
30,30.33
40,32.82
10,28.65
50,31.89
20,33.82
40,35.51
30,30.62
10,28.55
50,32.56
20,28.20
50,31.37
40,32.13
30,37.19
10,32.78
20,31.57
30,33.61
40,32.40
10,31.24
50,31.86
20,29.03
30,35.44
40,30.98
50,30.77
10,33.20
20,34.39
40,32.12
30,33.15
50,39.02
10,33.80
20,30.54
30,34.69
40,34.04
50,30.09
10,40.57
20,27.78
30,26.97
40,32.79
50,38.74
10,30.11
20,29.97
30,34.25
40,36.92
50,31.66
20,34.32
10,29.62
30,34.57
50,32.31
40,32.03
10,31.06
20,33.61
30,31.50
40,27.38
50,31.33
10,34.72
20,33.15
30,34.20
40,32.01
50,29.33
20,34.50
10,31.41
30,30.41
40,30.68
50,30.82
10,38.21
20,31.81
30,30.72
40,31.14
50,36.63
10,28.95
20,28.44
40,32.21
30,31.71
50,31.33
10,31.19
20,34.14
30,29.39
40,27.41
10,30.12
50,32.73
20,31.75
40,32.47
30,34.60
50,30.55
10,29.11
20,31.26
30,35.24
40,30.22
50,33.67
10,33.03
20,39.61
30,31.70
40,31.89
50,31.10
10,30.43
20,31.77
30,32.96
40,32.13
50,30.79
10,34.13
20,29.22
30,36.48
50,28.91
40,31.90
20,27.67
10,41.59
30,30.52
40,31.85
50,32.10
10,40.38
20,32.56
30,34.32
40,35.25
20,32.25
50,32.58
10,27.76
30,32.75
40,32.44
50,33.04
10,22.51
20,35.39
30,32.48
40,36.38
50,34.48
10,33.82
30,32.43
20,31.12
40,33.21
50,32.52
10,34.85
20,33.80
40,31.13
30,28.82
50,32.99
10,34.33
20,31.00
30,31.21
50,31.97
40,29.28
