Date/Time, 2021-01-27_08:54
10,28.19
20,21.64
30,24.52
40,24.24
10,22.94
50,23.45
20,25.15
30,23.50
40,22.00
50,26.81
10,21.59
20,23.63
30,23.18
40,24.23
50,23.13
10,21.96
20,22.33
30,23.64
40,22.55
50,23.56
10,24.66
20,22.59
30,23.66
40,26.86
50,23.00
10,22.25
20,24.47
40,24.04
30,24.55
50,22.18
10,34.50
20,24.58
30,22.99
40,23.53
50,22.35
10,29.68
20,24.72
30,24.32
40,24.71
50,23.74
10,21.94
20,22.78
30,24.00
40,24.26
50,22.87
10,23.98
20,21.09
30,23.17
50,23.03
40,22.74
10,21.45
20,22.98
30,24.02
40,22.77
50,28.10
10,26.13
20,23.10
30,22.25
40,24.20
50,22.88
20,21.75
10,21.41
30,21.31
50,24.19
40,23.78
10,21.58
20,22.75
30,22.82
40,23.83
50,21.88
10,25.70
20,30.18
30,21.98
40,24.45
50,23.80
10,21.44
20,22.62
30,18.77
40,23.94
50,21.28
10,22.32
20,21.74
30,22.34
40,24.25
50,22.64
10,22.95
20,24.75
40,21.55
30,22.89
50,23.81
10,23.46
20,23.13
30,23.65
40,31.18
50,22.38
10,23.62
20,23.31
30,26.02
40,23.86
50,23.10
10,25.18
20,25.03
30,25.54
40,23.04
50,23.73
10,21.74
20,26.46
30,23.08
40,22.61
50,23.18
10,22.12
20,25.72
30,22.77
40,22.94
10,24.18
50,24.43
20,23.24
30,24.05
40,24.17
50,22.67
10,22.95
20,25.61
30,28.27
40,23.64
50,23.34
10,24.15
20,24.08
30,23.49
40,23.22
10,22.19
50,24.31
20,26.79
30,25.93
40,22.43
50,24.62
20,23.29
10,22.75
30,23.59
50,23.19
40,22.76
10,32.23
20,22.68
30,25.11
40,21.97
10,25.11
50,24.64
40,22.55
30,22.83
20,22.42
50,23.24
10,25.74
20,22.25
30,23.47
40,21.30
50,22.23
10,25.07
20,22.18
30,24.01
40,21.20
50,23.62
10,21.86
30,24.60
40,21.54
20,22.34
50,23.88
10,23.48
20,26.17
30,22.05
40,25.01
50,23.46
20,24.84
30,22.91
10,24.56
10,24.42
40,22.34
50,25.27
20,25.29
40,21.88
30,23.71
10,21.44
50,22.15
20,21.28
40,24.36
30,22.92
50,24.87
10,24.69
30,21.93
20,21.90
40,22.27
50,24.66
10,23.61
20,22.97
30,23.44
40,21.51
50,23.35
10,21.82
20,21.26
40,25.18
30,22.69
50,24.36
10,21.74
20,24.29
30,24.65
50,23.67
40,22.77
10,30.12
20,24.42
30,25.95
40,22.95
10,21.48
50,22.96
20,24.45
30,25.46
40,23.24
50,23.88
20,27.27
10,20.18
30,23.19
40,23.62
50,21.92
10,28.85
30,24.86
20,22.42
40,22.32
50,24.80
10,23.67
20,21.29
30,22.74
40,28.75
50,24.30
10,24.06
20,22.09
30,21.15
40,24.01
50,23.61
10,22.07
20,23.75
30,24.29
40,24.28
50,21.80
10,24.21
20,23.76
30,21.68
40,23.62
50,23.59
20,23.37
10,27.32
30,22.05
40,24.35
50,27.48
