Date/Time, 2021-01-26_22:00
10,61.10
20,61.69
30,71.29
50,69.61
10,56.83
40,70.10
20,64.20
30,72.82
40,72.94
50,67.84
20,61.90
10,65.07
30,66.75
40,68.51
50,64.67
20,62.69
30,63.38
10,64.94
40,69.95
10,59.21
50,68.95
40,68.57
30,69.84
20,58.90
50,70.38
20,63.40
10,62.38
40,72.91
50,72.24
30,69.03
10,57.25
20,62.21
30,69.35
40,70.00
50,70.22
10,55.24
20,63.74
30,57.24
40,66.42
50,71.76
10,60.54
20,57.29
30,69.30
40,69.45
50,67.93
10,61.45
20,62.48
30,68.93
40,64.87
10,59.15
50,69.00
20,69.63
30,66.30
40,71.40
50,71.47
10,57.91
20,71.87
30,61.84
40,69.83
50,70.09
10,60.27
20,63.21
30,69.39
40,65.01
50,70.26
10,59.75
20,67.58
30,66.21
40,70.06
50,70.04
10,55.36
20,64.62
30,67.74
40,69.08
50,71.04
10,57.76
20,68.84
30,67.70
40,71.84
50,70.60
10,61.32
20,59.25
30,64.34
40,69.11
50,73.88
10,62.27
20,65.29
30,72.19
40,66.55
50,70.36
10,64.42
20,64.11
30,66.89
40,64.90
50,71.23
10,59.48
20,69.53
30,67.50
40,70.70
50,72.26
10,61.04
20,63.69
30,63.68
40,66.21
50,68.52
20,63.67
10,52.73
30,64.76
50,70.10
40,71.91
10,60.39
30,64.78
20,67.08
40,71.42
50,68.49
10,61.02
20,56.21
40,65.28
30,69.67
50,70.45
10,61.81
20,62.51
30,65.60
50,69.87
40,65.31
10,56.22
30,68.46
20,59.20
40,69.87
50,63.67
10,49.10
20,62.32
30,66.35
40,69.05
50,68.15
10,62.13
20,67.31
30,68.67
40,69.49
50,68.77
10,61.87
20,65.39
30,66.93
40,64.27
50,68.37
10,52.84
20,64.40
40,70.04
30,67.48
50,63.91
10,60.43
20,66.65
30,68.25
50,69.66
40,69.34
10,59.67
30,67.10
20,68.15
40,68.03
50,71.19
10,61.24
20,61.98
30,65.48
40,72.57
50,73.70
10,61.96
20,67.19
30,68.22
40,67.09
50,70.46
10,63.17
20,65.91
30,64.34
40,69.93
50,66.19
10,59.00
20,62.21
30,70.50
40,64.69
50,69.61
10,61.01
20,70.12
30,70.77
50,68.62
40,72.13
10,59.99
20,68.29
30,68.36
40,68.63
50,68.27
10,55.79
20,65.11
40,67.85
30,70.84
50,72.09
20,65.93
10,65.38
30,65.76
40,68.54
50,69.56
10,63.23
20,68.27
30,69.78
40,67.98
10,65.31
50,71.40
20,61.77
30,64.99
40,67.05
50,67.24
10,66.12
20,61.36
30,67.94
40,65.94
50,69.42
10,64.66
20,67.16
30,65.41
40,73.28
50,71.09
10,68.87
20,69.38
30,68.39
40,68.24
50,69.69
10,63.76
20,58.79
30,69.32
40,69.49
50,68.22
10,62.15
20,61.63
30,68.49
40,67.41
50,70.03
10,62.74
20,66.97
30,66.88
40,69.48
50,73.23
10,50.67
20,60.37
30,70.42
50,68.91
40,70.92
10,49.86
30,70.62
20,59.33
40,71.86
10,60.33
50,72.81
40,70.68
20,67.78
30,68.52
50,66.10
20,63.81
10,53.97
50,68.33
30,69.98
40,66.31
20,63.58
10,60.28
30,70.43
40,68.55
10,60.05
50,73.04
20,65.81
30,67.30
40,65.38
10,63.49
50,73.37
20,67.80
30,68.55
50,70.63
40,69.30
10,57.55
20,63.08
30,68.59
40,65.47
50,69.46
10,58.29
20,63.89
30,66.00
40,70.67
50,70.39
20,64.97
10,50.58
30,69.16
40,67.50
50,68.02
10,62.81
20,68.02
30,66.53
40,69.34
50,67.36
10,63.77
20,65.24
30,65.39
40,73.80
50,71.08
10,62.02
20,63.21
30,68.76
40,63.97
50,70.53
10,68.70
20,62.24
30,69.63
40,68.83
50,69.93
10,59.81
20,61.32
30,68.06
40,66.17
50,69.88
10,58.61
20,56.51
30,72.05
40,69.87
50,65.78
10,67.77
20,53.44
30,66.91
40,66.27
50,74.40
10,61.14
20,68.83
30,67.50
40,72.14
50,70.42
10,62.34
20,61.44
30,69.54
40,71.26
50,68.06
10,62.94
20,67.47
30,72.17
40,69.61
50,69.05
10,62.44
20,63.94
30,62.56
40,66.63
50,68.64
10,55.15
20,70.50
30,70.98
40,70.80
50,72.33
20,58.97
10,65.60
30,66.36
40,68.45
50,71.35
10,63.20
20,71.50
30,72.67
40,68.84
10,57.52
50,65.72
20,56.06
30,67.93
40,70.49
50,71.56
10,60.07
20,63.54
30,63.56
40,66.33
50,72.82
10,62.87
20,69.11
30,69.25
40,67.08
50,71.12
10,53.36
20,70.01
30,70.66
40,64.87
50,73.51
10,57.91
20,65.00
30,68.91
40,67.07
50,71.51
10,55.15
20,66.31
30,71.09
40,65.96
50,70.26
10,48.63
20,65.81
30,69.88
40,72.59
50,69.32
10,56.72
20,61.74
30,70.97
50,75.53
40,64.68
10,53.77
20,68.57
30,67.17
40,68.19
50,71.79
10,54.51
20,64.21
30,65.90
40,68.59
50,68.24
10,60.17
20,60.57
30,69.99
40,68.22
50,73.27
10,55.12
30,71.27
20,68.43
40,64.20
50,69.24
10,54.51
20,69.39
30,64.14
40,66.81
50,73.11
10,58.35
20,63.33
30,70.32
40,66.21
50,69.99
10,50.84
20,67.93
30,70.98
40,70.57
50,71.48
10,63.22
20,68.55
30,70.18
40,68.71
50,74.58
10,61.17
20,66.03
30,70.95
40,73.48
50,67.66
10,62.06
20,66.39
30,68.09
40,71.56
50,72.62
10,58.34
20,61.77
30,66.36
40,65.26
50,73.50
10,57.41
20,61.89
30,69.89
40,68.90
50,74.38
10,56.51
20,67.08
30,66.19
40,71.19
50,66.89
10,59.54
20,65.73
30,68.47
40,73.12
50,64.90
10,67.14
20,63.65
30,66.95
40,71.40
50,68.19
10,62.47
20,67.51
30,69.90
40,68.04
50,71.94
10,46.11
20,63.26
30,70.59
40,70.75
50,74.82
10,63.35
20,65.51
30,67.19
50,70.48
40,71.27
10,62.22
20,69.15
30,61.94
40,69.65
10,58.81
50,72.70
20,54.17
30,64.52
40,69.42
50,73.76
